label,text
1,"Germany let in 1 million refugees in 2015 and the economy grew at fastest rate in 6 yrs. Stopped in 2018 and rate drops to lowest in 6 yrs. Immigrants are practically Europe's only hope in the short term to counter shrinking populations & economic growth. https://www. washingtonpost.com/world/europe/a ngela-merkel-welcomed-refugees-to-germany-theyre-starting-to-help-the-economy/2019/05/03/4bafa36e-6b60-11e9-bbe7-1c798fb80536_story.html …"
1,"Nice job slipping the mask off. Germany , France, and most EU countries take in more refugees and immigrants as a percentage. Homogenous? Are you saying non-white people are some kind of burden? Or that there's inherent strife caused by different kinds of people in one area?"
0,"Germany election 2019 polls AFD expected to SOAR in vote Lefty wankers tell me bringing in illegal immigrants who pretend to be refugees is great. If it's so great why are countries that took them turning to parties that are against them https://www. express.co.uk/news/world/119 0601/germany-election-2019-polls-latest-afd-Thuringia-Angela-Merkel-state-vote …"
0,"My grandparents defected frm E. Germany w/3 sons. My cousin is the most rabid Trump supporter I know. We grew up listening to the same stories of despair & desperation, yet he parrots the hatred of immigrants & refugees , even though he’s only 1 generation removed. I’m tired too."
0,"Hollywood’s Ben Stiller speaks on behalf of globalists’ United Nations Refugee ‘Agency.’ Same open borders ‘agency’ that’s effed up Germany , France Sweden & the UK. Same agency sending immigrant caravans thriufh our southern border. http:// bit.ly/2MxQFhk via @BreitbartNews"
1,"Most of the immigrants who arrived in Germany are not refugees from Syria. They are Muslim immigrants from Africa, Asia and the Middle East who exploited the flow of immigrants from Syria to invade Europe as "
1,"You are muddling things. Syrian or other, refugees are not Turkish immigrants . Refugees and immigrants are not same thing. An EU army would require unanimity at EU council. Won’t happen. Germany sends troops on NATO exercises with toy guns, because they haven’t got real ones. pic.twitter.com/SNjxxbSOFJ"
0,"Germany used to let guest workers come for dirty work, Turks, Italians ect.-America had themselves "
1,"Most of the immigrants who arrived in Germany are not refugees from Syria. They are Muslim immigrants from Africa, Asia and the Middle East who exploited the flow of immigrants from Syria to invade Europe as "
0,"Many immigrant refugees were relocated to European countries but many of them left to Germany , which is the strongest economy in Europe. So those problems also exist over there."
0,"The Arson Archive - an impressive and unsettling representation of arson attacks against refugee and immigrant accommodations in Germany between 1990 and 2018. By Thomas Stratmann. https://www. arsonarchive.com / Installation on display at http:// infographicscongres.eu #ic19 pic.twitter.com/UX8pDUGkPn"
1,"Refugees fleeing the civil war in Syria are statistically less likely to commit crimes than rejected asylum-seekers and illegal immigrants from elsewhere. Migrant crime in Germany rises by 50 per cent, new figures show https://www. telegraph.co.uk/news/2017/04/2 5/migrant-crime-germany-rises-50-per-cent-new-figures-show/?WT.mc_id=tmg_share_tw …"
1,"Wait article says the Syrian refugee permit expired on October 1, Democrats always tell us that immigrants are law abiding and will leave America if visa expires or asylum is denied. I guess Germany isn’t as lucky as us."
0,"What does Halle attack say about Far-Right terrorism in #Germany ? https://www. miragenews.com/what-does-hall e-attack-say-about-far-right-terrorism-in-germany/ … #America #Bomb #English #Europe #Immigrants #Muslim #NewZealand #Police #Refugees #School #Shooting #UnitedStates #University #UniversityOfOslo #Washington pic.twitter.com/ZB9gy2Z1PD"
0,"Let’s make a change and vote people’s party of Canada !! Yes, I am a model, I’m also a mom, I’m a activist, I’m a refugee From Poland to Germany and I’m an immigrant to Canada I’m realtor and i am a fighter! #CDNvote2019 #cdnpoli pic.twitter.com/N73n0FoEJc"
0,"This Kansan, an immigrant from Germany , and daughter & granddaughter of former refugees , is disgusted & horrified."
0,"I should note: I speak on this issue as immigrant to Canada, as former immigrant to the USA (and now US citizen), as former child of refugees to Germany as a result of the Balkan Wars. As a faculty I'm working at a university that today hosted anti-immigration speakers."
1,"unless you do forced deportations France Germany and Italy are fucked. your country has a pro immigrant socialist in power now happily accepting unlimited numbers of ' refugees ' Spain will become Islamic again."
1,"As yet-another Syrian refugee in Germany is involved in an Islamist attack, the Polish government, usually described as far-right for its refusal to let in middle-eastern immigrants , has just approved a massive minimum wage hike. https://www. ft.com/content/a8370f ae-d948-11e9-8f9b-77216ebe1f17 …"
1,"EU countries urged to host share of refugees as boat tragedies mount Fake news. Italy has had enough of immigrants . So are France and Germany ."
1,"I'm sorry but Maxine and sheer are actually dangerous for the country, unless you're rich enough to vote for them. And immigration needs to be boosted NOW. Germany didn't take in a million refugees for only humanitarian reasons. Immigrants generate more wealth than costs. FACT!"
0,"we came to Germany when i was a 9yrs old and none of us ever had troubles with the police. on Saturday, a poor immigrant was beaten up by a group of refugees behind my house. according to the police report, they had baseball bats and a machete. im so sick and tired of all that"
0,"they have 83milion people , flat land all across the country , germany is far richer than canada. 90% of canadian land is not even suitable for life and 89% of all immigrants go to toronto/vancouver. Those cities are unlivable already. Grmn is still suffering fr refugee crysis"
0,"Connection Between Rising Crime and Refugees Doesn't Exist :: in Germany crime actually went down by 10 percent amid an influx of immigrants - Bloomberg https://www. bloomberg.com/opinion/articl es/2019-01-07/connection-between-rising-crime-and-refugees-doesn-t-exist …"
0,"And why so many women in Germany being attacked and raped by immigrants , refugees https:// twitter.com/EmeraldRobinso n/status/1180841058600701952 …"
1,"Surely there won't be jobs for all these immigrants in Germany if the car industry is wiped out by electric vehicles & A.I. Germany could face refugee influx bigger than 2015 if EU does not agree quota system, interior minister warns https://www. telegraph.co.uk/news/2019/10/0 6/germany-could-face-refugee-influx-bigger-2015-eu-does-not-agree/?WT.mc_id=tmg_share_tw … via @telegraphnews"
0,"Follow @AuschwitzMuseum , which has steadfastly pointed to the ways the Trump and @GOP policies toward immigrants and refugees parallel what happened in Germany . They’re trying to get 750K followers by the 75th ann of liberation. #NeverAgainIsNow https:// twitter.com/AuschwitzMuseu m/status/1180859435134148609 …"
1,"But Germany loves refugees , immigrants , illegals, anyone from overseas flooding Germany with doctors, lawyers, teachers, scientists, engineers, IT specialists, to add to the cultural diversity already there. They will be earning money for you from the off, use your own money."
1,"A most dramatic account that some lebanese are so desperate to leave their country that they join syrian immigrants by sea and pretend they are syrian refugees to get refugee status in germany and eslewhere in europe . They claim having lost their papers in the war in syria."
1,"Germany is much larger than the UK.....however I would like a body count of genuine refugees in this country because I have yet to meet one? All we are getting are Soros paid for immigrants looking for the streets made of gold....oops! I mean Benefit Offices!!"
1,"It would be interesting to see a comparison of those 2 million Ukranian refugees and their impact on Poland compared to immigrants and refugees in that have come to UK,Sweden, Germany and France.... but not one done by Channel 4... I want an honest one."
1,"Don’t limit it to Macron. Let’s check out Germany & any other country that might be sick of Trump. Wonder what he asked Mexico to do to the immigrants & refugees ? This is why @SpeakerPelosi was s cool not to start #impeachment as soon as she got the gavel Ppl would’ve talked"
1,"Romanian counterfactuals aside, increased refugee flows into Europe changed the tenor of European populism, though it didn't bring it into existence. E.g. Frauke Petry taking over Germany 's AfD in 2015 and transforming it into the anti- immigrant party. http://www. brookings.edu/research/right -wing-populism-in-germany-muslims-and-minorities-after-the-2015-refugee-crisis/ …"
1,"tell me more about the oppression of non-white people, muslims, jewish people, refugees & immigrants in germany , herr meier, since u wanna act like a muslim woman has to denounce all of the above whenever she voices her opinion"
0,"Lol muslim refugees ke liy muslim country hain. Bangladesh malesiya pakistan and arab world. Baki Germany to immigrant ko bhugat ho raha hain."
1,"#BREAKING : #Trump moves to collect #DNA of non-criminals, #Immigrants & #Refugees for a database at great expense to #taxpayers . This is akin to #Nazi Germany tattooing #s on the Jews. If the Int’l #HumanRightsViolations aren’t worthy to #ImpeachTrump as well then FUCK #DEMS . https:// twitter.com/nytimes/status /1179504643891777536 … pic.twitter.com/iwgpFih2Jt"
0,"This son of immigrants needs no lectures from Priti Patel. My dad is "
0,"as "
1,"many studies tell us that refugees & immigrants boost the economy in the long run - USA is the best example, it's built on refugees & immigrants , but Germany took a million refugees since 2015 and already is showing economic benefits. A stronger economy = more for vet & homeless"
1,"I have noticed you hatred. Yes, there are immigrants , who are fighting our democracy. But we have a law system. I believe in us. I am not threatened by anyone in Germany . And I am surrounded by refugee camps. The most of them are polite people."
1,"Sweden has had a too generous offer to immigrants which meant my country during 2015 took in as many refugees as Germany . The breaking of Schengen agreement is not something I am proud of but this is a case of what aboutism from your side. ..."
0,"They weren't Syrian refugees they were illegal immigrants from mostly African and middle Eastern countries not at war. The poster was an attack against Merkel who had invited one million unvetted illegal immigrants into Germany and many of them would move onto soft touch Britain"
1,"This is how Germany wash their dirty works ? Since when Germany rescues immigrants and/or refugees ? https:// amp.cnn.gr/style/psyxagog ia/story/150200/4-1-milia-anthropismoy-deite-to-ntokimanter-gia-ton-kyriako-papadopoylo-iroa-toy-aigaioy-vid … 4.1 μίλια ανθρωπισμού: δείτε το ντοκιμαντέρ για τον Κυριάκο ..."
1,"@realDonaldTrump my great great grandparents were refugees from Germany , a Nazi and a Jew, they came to escape, live, and love. This was their safe haven. This is supposed to be a safe haven for refugees and immigrants but yet here you are being a racist shithole president."
1,"due to the refugee crisis many immigrants from Syria, Morocco, Afghanistan, Algeria etc came to Germany and they don't know how to shit using Western toilets. These warning signs are quite new..."
0,"Thousands of VICTIMS of arabic, african, muslim (illegal) immigrants , asylum seekers,"
1,"Britain is starting to look like Germany 1932 a Bunch of deranged psychopaths spreading lies threatening violence. I have never threatened by immigrants but have been almost come to blows with far right they are bigger threat than all refugees put together ."
1,"PS.. Germany took more refugees (NOT immigrants ) than any other nation but the US. They're no more likely to commit crime than Germans. https://www. google.com/amp/s/www.forb es.com/sites/freylindsay/2019/08/29/refugees-in-germany-did-not-bring-higher-risk-to-germans/amp/ … And they've begun to integrate well into German society: why would they ALL uproot to Britain? https://www. google.com/amp/s/www.bloo mberg.com/amp/opinion/articles/2019-09-06/germany-s-refugees-are-starting-to-pay-off …"
1,"Japan is an old & wise culture,it hasn't allow moslem immigrants or refugees into the country. No burning of Japanese temples, no terrorist bombings, no gangs of rapists, no welfare for a guy with 4 wives and 20 children. A panacea compared to France, Sweden, Germany & England,etc"
1,"Well nobody is forcing the EU immigrants to come here, most leavers want them out. Syrian refugees have a better life in Germany believe me"
0,"USA always treated refugees poorly. 1920's Congress passed immigration laws that severely limited the number and “national origin” of new immigrants . These laws did not change in the 1930s, as desperate Jewish refugees attempted to immigrate from Nazi Germany"
1,"When I visited schools in Germany they had welcomed thousands of Syrian refugees —a strategy to build their workforce. We need to invest in immigrant education for the same reason: Immigrants strengthen our workforce and make the U.S. great https:// wapo.st/2kxVLAb"
1,"And many of the Jews in Germany were refugees & immigrants from Russia, due to the Pogroms; seeking a better life, working hard, and contributing to German society, when they were scapegoated & rounded up into camps, their families torn apart, and then murdered by the millions. https:// twitter.com/DineshDSouza/s tatus/1175848457191510016 …"
1,"Bringing #Syria #refugees to a remote German village where the anti- immigrant far right is popular? “Madness” many thought. But it has worked well. 4 years after #Germany took in 1+ million migrants, integration is quietly working, one village at a time https://www. nytimes.com/2019/09/19/wor ld/europe/germany-golzow-syria-refugees.html …"
1,"But it isn't.. even if it was Germany 2019 isn't the same as Germany 1933-44. It's opened its doors to millions of refugees and immigrants and remembers it's past. It knows where believing in the greatness of one's nation or the exceptionalism of its citizens can lead."
1,"@patel4witham ....here's your 'stormtroopers' inaction. Proud of yourself? My parents were refugees from Nazi Germany . Bet this lot would've clubbed them to death. #stopthecoup #refugees #immigrants #HostileEnvironment https:// twitter.com/changed_gear/s tatus/1175041116426649601 …"
1,"You use this one event in Germany to broad stroke illegal immigrants (for the record this incident was from legal asylum seekers/ refugees ) to support your claim that illegal immigrants in America are largely murderers and rapists. Stereotyping creates problems."
1,"All refugees have been rebranded * immigrants * or *migrants* in the UK popular press. This is the first stage in stripping people with legitimate claims to refuge from this empathy. This is dehumanising popular racism in motion. 1930s Germany used the popular press to do this."
1,"Dear @iemmys @TheEmmys your nominee Ruona Meyer has admitted to using a homophobic insult “sexual immigrant ” & calling a Nigerian writer who lives in Germany a “dick refugee ” but has refused to apologise and is instead threatening people with lawsuits! https:// thelagosreview.ng/i-never-said-e lnathan-john-is-gay-ruona-agbroko-meyer-reacts-to-charges-of-homophobia/ …"
1,"Leave the country then and become a refugee . Germany now loves anti Western Culture immigrants , try them."
0,"Islam, gender, and immigrant integration: boundary drawing in discourses on honour killing in the Netherlands and Germany 2. Her membership in this ‘we’ proved tenuous. In the spring of 2006 Hirsi Ali was accused of lying on her refugee"
0,"Its someone that is calling another someone dick refugee o, sexual immigrant . Elnathan is the dick refugee , apparently it looks like he claimed he is gay to stay in Germany , i think"
0,"#EU #immigrationcrisis : #Islamist #dictator #Erdogan to return 3 million #refugees #immigrants to #Syria -- time for #Europe to do the same- #Germany #Hungary #Poland #France #Sweden #UK #Netherlands #nogozones https://www. rt.com/newsline/46910 7-erdogan-turkey-syria-refugees/ …"
1,"Look whats happening in Germany with the flood of refugees and immigrants ? Crime and attacks against women has sharply risen. Lindon with all its diversity is now like a war zone ! But go on bring more in on top of the 20,000 Syrians that came here in 2014 . God help us ."
1,"The UK is an attractive destination for immigrants b/c the SM & FoM has made the UK richer, but that wealth has not been shared. I live in Germany & we accepted 1 million refugees but could still go to the doctor’s, we don’t have waiting lists for operations; & public services/1"
1,"So to combat the flow of illegal immigrants you reduce the maximum number of legally accepted refugees ? Doesn't really make sense, does it? And I'm from Germany ."
1,"REMEMBER THE ASYLEES/ REFUGEES in #TrumpConcentrationCamps ... You know, the LEGAL immigrants TRUMP caged & is treating as SUBHUMANS just as NAZI FASCISTS did for the sake of WHITE SUPREMACY in mid-30s Germany leading to the HOLOCAUST. Trump’sFascists ARE NO DIFFERENT! BEWARE https:// twitter.com/browardprogres s/status/1173779497545605120 …"
1,"Why pray towards Mekka, when the country dosent want immigrant / refugees ? Why not pray towards Sweden of Germany ?"
1,"Your weekly reminder that France is in a state of emergency. Germany has entered pre-recession and suffers from Europe’s worst refugee crisis. ( Germany polled as favorite destination by immigrants ) Europe is not doing fine"
1,"As I've often said Israel is held up as the only example of democracy in the Middle East, therefore I'm not comparing it to Saudi Arabia or Iran, I'm comparing it to Germany , France, the UK or the US, and the US policy on refugees and immigrants certainly has provoked criticism."
1,"Which simply demonstrates how completely conquered the German people are. Don’t even pretend to not have seen all of the “ immigrants ” and “ refugees ” running roughshod through Germany and over it’s people the past several years. All according to prepublished plan, coincidentally."
0,"RT @intercepts1a : #ICE #CloseTheCamps #OccupyICE #AbolishIICE #JewsAgainstICE #immigration #immigrants #refugees #asylum #migrants #migration" 
0,"Scheer does not want refugees but has no choice but to let a few in. This country has financial resources, people resources and space to handle hundreds of thousands. Look at Germany taking in 1,000,000 and it continues to thrive. Almost all of us are immigrants for somewhere!"
0,"Take Germany after 2015, in a perfect rich situation - a small number of immigrants (< 2 Mio) and we talked the Nazis big. Remove car exports and add some more crop failures, and add 5 Mio refugees ."
1,"Cruelty towards immigrants , POC and in this case, humanitarian refugees will continue to get worse for it is the red meat fed to his base while him and goons plunder nation. As in 1930's Nazi Germany , they have to up the ante to justify the cruelty."
1,"Let's deport Donald Trump back to his grandfather's European national homeland of Germany and keep all of the Hurricane Dorian immigrant refugees from the Bahamas in America instead. They're most likely a lot... https://www. facebook.com/kendall.sharpe 1/posts/10157493668970350 …"
1,"then why is #Turkey blackmailing #Europe @UN @POTUS #Greece & #SouthEurope that it will unleash #5million #muslim immigrants ? Which btw half of them want to go back to #Syria & @RTErdoganLive has #forbidden it. @Refugees but has UK & Germany backing up! https:// twitter.com/MiddleEastMnt/ status/1171561514068795393 …"
0,"#Museumsarenotneutral & @metmuseum has been highlighting immigrant & review artists, Germany has museums which have tours of ancient art by strain refugees , & the act of collecting on its own is political. Interesting https:// twitter.com/TIME/status/11 71506192041951236 …"
0,"...And we’re off! Battery Dance will be gliding around Germany for the next month working with local and refugee and immigrant youth. #dancingtoconnect2019 #refugeeintegration https://www. instagram.com/p/B2PUtt0lWzH/ ?igshid=pf0meyx14yr8 …"
1,"Kevork is a Syrian refugee , journalist BUT pro-Assad living in Germany who works for the far right party called “Alternative für Deutschland” which is the most fervent anti- immigrant party. He has also been accused of being a "
1,"WHY are Germans insecure? WHO are Germans scared of? WHICH community has invaded their country and is assualting their women and indulging in crimes and racist attacks? #Germany #Europe #Refugee #immigrants https:// twitter.com/mariawirth1/st atus/1170348558622420992 …"
0,"#ICE #CloseTheCamps #OccupyICE #AbolishIICE #JewsAgainstICE #immigration #immigrants #refugees #asylum #migrants #migration "
1,"People who are attacked are legal immigrant and refugees .Y are closer to do genocide.Always start like that. Same of Rwanda or Jews in Germany . Is true that w are many and prospered in your land.But w don't deserve to die.Y ar clever to use other laws to get ride of us. Peace br"
1,"In Europe, the only countries where there are practically no refugees or immigrants are those who do not provide generous welfare payments like Germany . If sent to them they leave. Welfare is the drawcard, not work. End welfare for refugees and immigrants ."
1,"It still amazes me that #AngelaMerkel was able to unilaterally overturn rules on refugees / immigrants despite the obv dangers & opposition. Germany has a habit of bad immigration decisions. Even the exp of Hitler hasn't taught them not to accept criminals. https:// unherd.com/2018/05/handfu l-elites-gave-germany-nazis/?utm_source=UnHerd+Today&utm_campaign=8989e80925-May_03_05&utm_medium=email&utm_term=0_79fd0df946-8989e80925-34700489 …"
1,"Trump Administration Weighs Drastic Cut in Refugees Admitted to U.S. via @NYTimes What if this was the policy when Trump’s grandfather came to the US from Germany or two of his immigrant wives (and their families which got here by chain migration)? https://www. nytimes.com/2019/09/06/us/ politics/trump-refugees-united-states.html?smid=nytcore-ios-share …"
1,"After the refugee crisis we've seen a dramatic increase of vandalism against Saint Mary statues, especially in Italy and Germany . Assuming it was done by recent arriving (mostly Muslim) immigrants , why would they do it, if Saint Mary is also revered as a Saint in Islam?"
1,"A large number of Syrians #immigrants and #refugees in Germany are healthcare professionals, holding degrees in #dentistry , #medicine , and more. However, challenges remain, such as language barriers and intense examinations for certifications: https:// bit.ly/34tTlV9 pic.twitter.com/41NWFrjKHi"
1,"if I wasn't a refugee , but a boutique illegal immigrant & entered a country without a passport- it would be illegal I have heard the interviews-"
1,"So is Germany ’s! Too many immigrants and refugees . Overwhelmed system."
1,"they let the refugees in, immigrants must and will check in or face immediate deportation after they are arrested. I live in Germany and go to Czech a lot, no border, I still take my passport, if I don't and I get pulled over, I will be arrested and fined heavily"
1,"In European countries such as Greece, Germany and Italy that have been entry points for the recent wave of asylum seekers, attitudes towards immigrants have hardened since 2014 Poland and Hungary do not favour the admission of refugees even fleeing from violence and war"
0,"The immigrant / refugee ministry of EMM workers Darrel and Miriam* requires much empathy and wisdom. Ask God to equip them for every challenge as they serve in Germany . Pray that their daughters would experience joy in serving others. pic.twitter.com/0mJaVrAIjq"
1,"Hey Gordon, which part of Italy, Germany , France etc are lying in ruins after no years of war?? How many people from these countries decided to invade our shores by boat even just after the war? Too right we are hostile to illegal immigrants - don't compare them to WW2 refugees"
1,"EU law allows return of refugees (without visa/papers) to 1st country of entry in the EU. This law treats EU as 1 country. It says the EU state where they 1st applied has the final decision. This migrant's claim was rejected by Germany & they were therefore an illegal immigrant"
1,"Put it in relation: Germany took 1.5 Mio. on board since 2015. This is about 1.8 % of the population. And it works out. Compared to USA this would mean 7.5 Mio immigrant or refugees in about 4 years. It's definitely not a crisis."
1,"April/June. You need to read up. About the immigration laws. Sweden & Germany take in some of the highest numbers of refugees in the world. 25% of Sweden's population is either an immigrant or recent 2nd generation. I know this. I live in Sweden. I'm also an immigrant ."
0,"Germany case is about REFUGEES NOT IMMIGRANTS . you should try something else, you don't have the abilities to support your wrong statements. Your comparaison is total nonsense."
0,"In What You Need to Know, Trump is changing immigration rules and it’s going to help border security. Also, even Germany is changing privileges for refugees and immigrants . https://www. phyllisschlafly.com/constitution/f ree-speech/the-ed-martin-movement-08-21-19/ …"
0,"And those are refugees that went ‘missing’ not immigrants to Germany at all. Can I ask are you racist? Even just a little bit?"
0,"The trump idea to put illegal immigrants to prison first is a good idea: They will learn that it’s possible to go to prison for illegal things. Some refugees in Germany didn’t learn, that our system works quite well and think everything is possible here."
1,"@matteosalvinimi keep up the good work Mr Salvini, don't allow Italy to become a refugee camp like Germany has for illegal immigrants !"
1,"Go to Germany and talk to the 1000s of refugees / immigrants accommodated TEMPORARILY in such structures. In University town across the Netherlands 1000s of Dutch students are in such container housing, some piled up 4 floors. They're happy with what they have. https:// twitter.com/SKYRIDER4538/s tatus/1164552229598052355 …"
1,"But who are all these non EU immigrants they’re letting in? Please don’t tell me you’re referring to the migrant crisis and the fact that Germany allowed refugees to enter?"
1,"Immigrants , the so called refugees . Hundreds of thousands of them just vanished as soon as they entered Germany . Nobody knows their whereabouts. They aren't eager to work or respect our culture."
0,"And when some refugees / immigrants got given ex military houses in Germany with brand new kitchens & bathroom it still wasn’t good enough! Yet most British people here are just happy with a roof over their heads!"
0,"Under her leadership, party of #Denmark 's PM proposed a cap on “non-Western” #immigrants , & voted to confiscate #refugees ’ jewelry, money, & valuables upon their arrival into the country, a move that critics say echoes #Nazi #Germany https://www. washingtonpost.com/nation/2019/08 /21/trump-picked-fight-over-greenland-with-an-unlikely-target-denmarks-anti-immigration-prime-minister/ …"
1,"We CANNOT and WILL NOT be the country who imprisons children indefinitely!! For seeking a better life, for escaping violence...we CANNOT become Nazi Germany against immigrants and refugees !! #WednesdayThoughts #WeThePeopleMarch https://www. speaker.gov/newsroom/82119/"
1,"Sexual assault in Germany are done by 15% of immigrants but 85% of Germans. I do not see where you see a problem. Germany is also helping closer to their home if they can but if a war in Syria which the UK was involved with kickstarts a refugee crisis, Germany wld be the last"
1,"One more thing: most immigrants were from Germany & Ireland. The Great Famine in Ireland caused hundreds of thousands of Irish to immigrate to the Americas. A huge wave of German immigrants came after the Revolutions of 1848 in the German states. Many were political refugees ."
1,"1) Not refugees they ARE Illegal Migrants. 2) Germany invited people to break international migration laws to risk lives to make the trip. 3) Not enough jobs for uneducated and radicalized people. 4) The same people who want to hug an immigrant scream about homelessness"
1,"the Trump admin not providing #flushots at the #ConcentrationCamps (in a group of #Refugees already exposed to the flu) is, essentially, purposeful murder of immigrants . This is not America. This is Nazi Germany ."
1,"Live in Germany ,did not agree with Mrs Merkels decision to open the border but must say have 3 immigrants / refugees working for me and they are top,honest,loyal,thankful,sure many are economical migrants&spongers but a lot of OTT scaremongering going on but such is modern life"
1,"There are no reasons to support human trafficking and modern slavery. Illegal immigrants are not refugees ! Old colonial countries like France or Germany are trying to overcome their guilt but they are doing harm to all Europe. #OpenArms"
0,"Steven Miller's genocide plan. Seriously, he is hell bent on eliminating POC from the USA. Look at the repeal of TPS for refugees from Haiti, Syria, etc.; the lack of medical services, basic hygiene supplies for immigrants in cages. It's becoming Hitler's Germany all over again."
0,"An excellent article detailing conversations with guards at a notorious detention center for refugees and immigrants . The account includes chilling similarities between the views of those guards and those in Nazi Germany . https:// twitter.com/theprospect/st atus/1163547440026460166 …"
0,"The issues in the EU continent Countries on the edge of recession Serious financial problems in Greece,Italy,France, Germany etc Mass unemployment Spain,Portugal etc Serious issues over illegal immigrants and refugees Legal contentions between Brussels and members Our problems??"
1,"Immigrants in Germany are treated the same as other international students, especially if received asylum, granted refugee or “tolerated” (the application still processing status). In Trump's America fetuses are protected blood-sweat-and-tears, but children are forcefully"
1,"I guess you didn't understand the part where the rhetoric is like the same as in pre war Germany vs. refugees , immigrants , other Europeans; if nothing is done differently the same will happen. I am optimistic that will not happen, but that requires stopping brexit. https:// twitter.com/paulkander/sta tus/1163132913770225665 …"
1,"In 1938, 72% of Americans were opposed to letting Jewish refugees from Nazi Germany into the country. Our immigration system was founded with the Chinese Exclusion Act in 1882. We've reached a new low under Trump, but the suspicion and mistreatment of immigrants is not new. https:// twitter.com/CleverTitleTK/ status/1163107444232470528 …"
1,"@UPonMSNBC #uppers Steven Miller has the same dysfunctional mental/emotional/spiritual state that gave #Germany a #Hitler , who's Mom was a Jew, just as Steven's Family is filled with #immigrants and #Refugees ; thus, we may call him filled with self-hatred. https:// twitter.com/UPonMSNBC/stat us/1163117314344194050 …"
