username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
MF16157204;2019-10-15 11:04;0;2;"Please Mr Cooper try to avoid: "... *flow* is *frightening*" without being more precise. Here in France for ex., it is already being misused often enough by ppl who think that refugees , asylum seekers, migrants, immigrants are way tooo many & a threat, & that they will take over.";;;;"1184032404580847617";https://twitter.com/MF16157204/status/1184032404580847617
Gordy_Mc1ntosh;2019-10-14 21:06;4;6;"Farage is from a Huguenot his family would have come over here as refugees to escape religious persecution in France . Bloody immigrants coming over here to stir up our racists";;;;"1183821434155651074";https://twitter.com/Gordy_Mc1ntosh/status/1183821434155651074
monosolares;2019-10-14 10:05;0;0;"France doesnt have a death penalty for gay people but it is responsible for the death of hundreds if not thousands of refugees / immigrants . Their crimes may not be legalised but they still happen anyways. Not saying it's the same, just saying they have blood on their hands too";;;;"1183655125245743104";https://twitter.com/monosolares/status/1183655125245743104
Jasmine_Jewels;2019-10-14 05:20;0;2;"Hollywood’s Ben Stiller speaks on behalf of globalists’ United Nations Refugee ‘Agency.’ Same open borders ‘agency’ that’s effed up Germany, France Sweden & the UK. Same agency sending immigrant caravans thriufh our southern border. http:// bit.ly/2MxQFhk via @BreitbartNews";;@BreitbartNews;;"1183583345961324544";https://twitter.com/Jasmine_Jewels/status/1183583345961324544
AlfredHarb;2019-10-13 16:41;0;0;"The penetration is mostly political. However the influence of refugees and immigrants would have a much deeper social penetration. Countries like Poland and Hungary understand that but countries like France and Italy in need of young population turn their deaf ear. الدينة الطرشة";;;;"1183392217618096129";https://twitter.com/AlfredHarb/status/1183392217618096129
GitaMistryFood;2019-10-13 12:51;0;0;"When I was growing up we lived in mixed community of people~ Indians English,Chineese, Africans, Europeans from Poland France Italy and on it went on ~ both immigrant families refugees all in Sunny Bradford, my journey with food has been nothing but a joy ever since #offerings#Uk";;;#offerings #Uk;"1183334472151896065";https://twitter.com/GitaMistryFood/status/1183334472151896065
quilssachent;2019-10-13 09:40;0;0;"Since I try to practice what I preach, I also volunteer with a medical aid org serving refugees and undocumented immigrants here in France . Even those without legit asylum claims get warm beds with clean sheets, hot meals, free laundry, French classes, and medical support.";;;;"1183286321562959873";https://twitter.com/quilssachent/status/1183286321562959873
bookfaves;2019-10-12 23:11;0;1;"The worst thing you can do is ghettoize immigrants . In France they accepted Algerian refugees but segregated them into ghettos. And guess what happened...terrorism.";;;;"1183128144481402880";https://twitter.com/bookfaves/status/1183128144481402880
1Whatever_Works;2019-10-11 16:59;0;0;"To right RT @ghost_wales : All immigrants that arrive illegally in the U.K from France should be immediately deported. All of them are economic scroungers & should be sent packing! They are not refugees or asylum seekers in any shape or form.";;@ghost_wales;;"1182672087976206337";https://twitter.com/1Whatever_Works/status/1182672087976206337
JinPetet;2019-10-11 15:29;0;0;"This countury is made of #refugees , #immigrants , and #slaves from #Africa . It was result of #imperialism #battle among #Brittan . #france , #spain as you studied #Worldhistory . YOU destroyed the #native #Ametican with cheap l#abor and #trade . https:// twitter.com/MSNBC/status/1 182647537888563200 …";;;#refugees #immigrants #slaves #Africa #imperialism #battle #Brittan #france #spain #Worldhistory #native #Ametican #abor #trade;"1182649514689286145";https://twitter.com/JinPetet/status/1182649514689286145
Tomu_Tom_;2019-10-09 23:55;1;1;"France = Islam Immigrants Refugees Thats not my fault #macronmustgo #MacronDemission #GiletJaunes Allez";;;#macronmustgo #MacronDemission #GiletJaunes;"1182052015876259840";https://twitter.com/Tomu_Tom_/status/1182052015876259840
PoliticalBrah;2019-10-09 10:09;0;0;"unless you do forced deportations France Germany and Italy are fucked. your country has a pro immigrant socialist in power now happily accepting unlimited numbers of ' refugees ' Spain will become Islamic again.";;;;"1181844083280625664";https://twitter.com/PoliticalBrah/status/1181844083280625664
TanWarung;2019-10-08 15:32;0;0;"EU countries urged to host share of refugees as boat tragedies mount Fake news. Italy has had enough of immigrants . So are France and Germany.";;;;"1181562959178260480";https://twitter.com/TanWarung/status/1181562959178260480
HoltHolt99;2019-10-05 23:18;7;18;"It would be interesting to see a comparison of those 2 million Ukranian refugees and their impact on Poland compared to immigrants and refugees in that have come to UK,Sweden,Germany and France .... but not one done by Channel 4... I want an honest one.";;;;"1180593091247394819";https://twitter.com/HoltHolt99/status/1180593091247394819
scook2003;2019-10-04 13:00;0;1;"These people hold two conflicting positions: 1, refugees and immigrants coming through France should be stopped by the French they are not our problem. 2, UK born terrorists should stay in the country they go to, they are not our problem.";;;;"1180075313537134593";https://twitter.com/scook2003/status/1180075313537134593
tetsumonchi;2019-10-03 20:29;0;0;"https://www. youtube.com/watch?v=vPeHbv QgiTY … Seems pertiment today. To be honest, I wouldn't want to go to #France either, seeing as what its becomming. . . . #benefitsofimmigration #immigrants #immigration #refugees #paris #indyref2 #auob #Brexitvote #whatreallypissesmeoff #smackingban #snp #nodeal";;;#France #benefitsofimmigration #immigrants #immigration #refugees #paris #indyref2 #auob #Brexitvote #whatreallypissesmeoff #smackingban #snp #nodeal;"1179825899279208448";https://twitter.com/tetsumonchi/status/1179825899279208448
saltafnabi;2019-10-03 13:04;0;0;"Also, I understand from a lot of refugees / immigrants I spoke to who live in France /Spain, the perception is that the standard of living in UK is far better/higher than that of France /Spain. Whether that is accurate or not is a different question. Its perception.";;;;"1179713845734105089";https://twitter.com/saltafnabi/status/1179713845734105089
hardy682;2019-10-03 11:02;0;1;"We have the same problem in the UK. I can understand refugees but we have "migrants" actually "Illegal Immigrants ". They leave a safe country " France " and invade the UK, Literally landing on the beach in a stolen boat.The #BBC News gives us the BS story of "dangerous crossings"";;;#BBC;"1179683210114015234";https://twitter.com/hardy682/status/1179683210114015234
GERARDNSENGIYU6;2019-10-02 14:11;0;0;"...the first #immigrationcontrols were introduced. By the year 2000, 900,000 legal immigrants moved to the United States each year, another 3000,000 entered the country illegally. In 1999, the #UnitedStatesofAmerica also accepted 85,000 #refugees . By the year 2000, #France had...";;;#immigrationcontrols #UnitedStatesofAmerica #refugees #France;"1179368262943027200";https://twitter.com/GERARDNSENGIYU6/status/1179368262943027200
TheTriarii;2019-10-02 04:29;0;4;"In France , to find people open to the gospel you often had to go to Foyers, which basically means government housing. ( @troy_beals this is the story). There you could find African refugees / immigrants that were pretty receptive. The thing is these foyers also often housed";;@troy_beals;;"1179221939254108161";https://twitter.com/TheTriarii/status/1179221939254108161
cannylassie27;2019-10-01 14:01;1;1;"Revealed by undercover journalist 'who' exactly are responsible for organising 'flow' of immigrants / refugees by 'inflated boats' from France ; they're living in Birmingham & London, going by their accents, they were given UK citizenship themselves through similar circumstances !";;;;"1179003304065540097";https://twitter.com/cannylassie27/status/1179003304065540097
MrStache9;2019-10-01 00:58;47;94;"In 2017 the "Irregular" immigrants , refugees and queue jumpers started increasing. So did Skippy's vacations, personal and private days. As did our deficits. Morneau forgot about a Villa in France . Shortly after Moneybags and Skippy were found guilty of ethics violations";;;;"1178806297870897154";https://twitter.com/MrStache9/status/1178806297870897154
Sekina84;2019-09-29 11:24;0;0;"Thousands of VICTIMS of arabic, african, muslim (illegal) immigrants , asylum seekers," refugees " in France [ #Nizza Nice, #Paris ], Sweden, Germany, Great Britain, Belgium, Netherlands, Italy #MiaValentin - muslim attack in #Kandel #Germany #EbbaAkerlund -terror attack in #Stockholm pic.twitter.com/mAqAmOKGd9";;;#Nizza #Paris #MiaValentin #Kandel #Germany #EbbaAkerlund #Stockholm;"1178239140455948288";https://twitter.com/Sekina84/status/1178239140455948288
Francis50441920;2019-09-28 00:56;1;1;"Japan is an old & wise culture,it hasn't allow moslem immigrants or refugees into the country. No burning of Japanese temples, no terrorist bombings, no gangs of rapists, no welfare for a guy with 4 wives and 20 children. A panacea compared to France , Sweden,Germany & England,etc";;;;"1177718623651221504";https://twitter.com/Francis50441920/status/1177718623651221504
JonSutz;2019-09-25 21:55;1;2;"Maybe it would have been a good idea to screen immigrants & refugees , to see if their beliefs, values & ideals are compatible with France 's liberal (the good kind) culture & politics? Oh right, sorry, I forgot: That would be "racist" and "bigoted." https://www. i24news.tv/en/news/intern ational/europe/1568920086-poll-46-of-french-muslims-believe-sharia-law-should-be-applied-in-country …";;;;"1176948283887030273";https://twitter.com/JonSutz/status/1176948283887030273
radiotaxis_boss;2019-09-24 13:22;0;0;"What the little Englanders don’t know is that Chips come originally from Belgium or France and Fried Fish comes from Spanish & Portuguese Jewish refugees : The 1st Fish & Chip shop in the UK was in 1860 by Josef Malin also a Jewish immigrant https:// twitter.com/MagicSybille/s tatus/1176435549026099200 …";;;;"1176456758807728130";https://twitter.com/radiotaxis_boss/status/1176456758807728130
jrvanceauthor;2019-09-20 10:25;5;9;"Agreed. There's a difference between ' immigrants ' & ' refugees '. I'm an immigrant ( a Brit living in France ). Leaving #EU will not stop the influx of illegal ' refugees ', but prevent the FOM of genuine ' immigrants ' who daily contribute to society. It's counter-productive.";;;#EU;"1174962883483955201";https://twitter.com/jrvanceauthor/status/1174962883483955201
ZacCarroll8;2019-09-19 21:55;0;0;"Well our government should protect us I was in Calais today so many immigrants , all male all well dressed Hardly real refugees . And coming from a perfectly safe country called France You wonder why these far right people are like they are.";;;;"1174774110292983811";https://twitter.com/ZacCarroll8/status/1174774110292983811
FreakCountry76;2019-09-19 04:47;0;0;"#EU #immigrationcrisis : #Islamist #dictator #Erdogan to return 3 million #refugees #immigrants to #Syria -- time for #Europe to do the same- #Germany #Hungary #Poland #France #Sweden #UK #Netherlands #nogozones https://www. rt.com/newsline/46910 7-erdogan-turkey-syria-refugees/ …";;;#EU #immigrationcrisis #Islamist #dictator #Erdogan #refugees #immigrants #Syria #Europe #Germany #Hungary #Poland #France #Sweden #UK #Netherlands #nogozones;"1174515404435120128";https://twitter.com/FreakCountry76/status/1174515404435120128
tooty_froooty;2019-09-18 23:43;0;1;"They are illegal immigrants not refugees . We should introduce the first safe country rule. These people have paid traffickers for a seat on a boat from 'war-torn' France";;;;"1174438874434744322";https://twitter.com/tooty_froooty/status/1174438874434744322
tooty_froooty;2019-09-18 23:40;0;0;"They are illegal immigrants not refugees . We should introduce the first safe country rule. These people have paid traffickers for a seat on a boat from 'war-torn' France";;;;"1174437984650899457";https://twitter.com/tooty_froooty/status/1174437984650899457
Mary_Lawes;2019-09-18 19:25;0;0;"This is a disgrace. They are illegal immigrants not refugees . They had to leave war torn France after being refused asylum applications in other European countries. @patel4witham @BorisJohnson no homes for British people. Sort your priorities out. https:// twitter.com/Kent_Online/st atus/1174355039353212930 …";;@patel4witham @BorisJohnson;;"1174373790064795649";https://twitter.com/Mary_Lawes/status/1174373790064795649
StVitusDance;2019-09-18 01:03;3;8;"They'll be back in days waiting for their ferry If they wanted asylum theyd have claimed in france or any of the other multiple countries theyve crossed through They aren't REFUGEES They are ILLEGAL IMMIGRANTS";;;;"1174096640657035264";https://twitter.com/StVitusDance/status/1174096640657035264
krobinson20072;2019-09-17 19:08;1;0;"Continually disappointed by BBC news. Interviewing refugees in France , and focussing on why they want to come to the UK. More propaganda to fuel anti immigrant feeling and Brexiit. Cameron installed his cronies at the top. Enough said. #GTTO #austerity";;;#GTTO #austerity;"1174007173392797696";https://twitter.com/krobinson20072/status/1174007173392797696
joachimsene;2019-09-17 11:05;0;0;"Parole de robot : "The president of France is an anti- immigrant , anti- refugee bigot whose agenda is to kill all the Christians who live in Europe" pic.twitter.com/FgR4xWNLIu";;;;"1173885742210326529";https://twitter.com/joachimsene/status/1173885742210326529
jrvanceauthor;2019-09-16 19:47;0;0;"So ironic that many voted to stop ' immigrants ' coming into the UK when, in fact, they were talking about refugees who will still illegally pour into the #UK whether we're in the #EU or not! I'm a proud immigrant , a British citizen living in France & respect those Europeans in UK https:// twitter.com/soloartwork/st atus/1173644361013313536 …";;;#UK #EU;"1173654727399301120";https://twitter.com/jrvanceauthor/status/1173654727399301120
ForcesRyan;2019-09-16 10:21;0;0;"Your weekly reminder that France is in a state of emergency. Germany has entered pre-recession and suffers from Europe’s worst refugee crisis. (Germany polled as favorite destination by immigrants ) Europe is not “doing fine”";;;;"1173512203296657409";https://twitter.com/ForcesRyan/status/1173512203296657409
TheMattWain;2019-09-16 01:02;0;2;"As I've often said Israel is held up as the only example of democracy in the Middle East, therefore I'm not comparing it to Saudi Arabia or Iran, I'm comparing it to Germany, France , the UK or the US, and the US policy on refugees and immigrants certainly has provoked criticism.";;;;"1173371651846791174";https://twitter.com/TheMattWain/status/1173371651846791174
ElContador2000;2019-09-16 00:35;0;2;"The first safe country is what changes their status from refugee to economic migrant or illegal immigrant . Many come via France which as far as I am aware is not at war and nor is Italy or Greece.";;;;"1173364661355503616";https://twitter.com/ElContador2000/status/1173364661355503616
mira5174;2019-09-15 18:42;3;5;"Think we got France beat. 73% of Canadians view our current immigrant influx negatively. Immigration Dept is overwhelmed, LEGAL refugees have been pushed aside, and our sick unPM keeps raping us to satisfy his sick dream of replacing us "old settlers" with welfare Gimmigrants.";;;;"1173275834691534849";https://twitter.com/mira5174/status/1173275834691534849
teamratpackrac1;2019-09-15 17:39;0;7;"Let's not forget about them coming through other EU countries. Then fleeing from France . If you were genuine refugee you take refuge in the first EU country you came to. These are illegal immigrants anything illegal should be automatically deported back to France";;;;"1173260021381115905";https://twitter.com/teamratpackrac1/status/1173260021381115905
PaulOSu58194456;2019-09-15 16:10;0;0;"Bet he will choke on his fries when he finds out fish and chips was a co production of Portuguese Jewish refugees to london and immigrants from France /Belgium, http:// news.bbc.co.uk/2/hi/8419026.s tm …";;;;"1173237651207544833";https://twitter.com/PaulOSu58194456/status/1173237651207544833
fmworldmissions;2019-09-14 13:00;0;0;"Ireland/ France : The U.K. oversees a work in Ireland that is primarily among Congolese refugees . The work in France is mainly composed of Haitian and African immigrants . Pray for the development of the church in both countries. Pray they will be able to reach new groups of people.";;;;"1172827533001338882";https://twitter.com/fmworldmissions/status/1172827533001338882
GulfIntlForum;2019-09-13 00:54;0;0;""This should be seen within a broader context of right-wing politicians using the fear of immigrants , refugees , and asylum-seekers for political gain. This has been used successfully by #Hungary , #Brexit , #France , #Belgium and all the way here in the US where Trump used it"";;;#Hungary #Brexit #France #Belgium;"1172282386517770240";https://twitter.com/GulfIntlForum/status/1172282386517770240
paulkellyp;2019-09-12 11:48;1;3;"#jeremyvine I can fully understand people wanting to get out of France , but these people are economic migrants not refugees . As illegal immigrants they should be immediately returned to France .";;;#jeremyvine;"1172084672668549120";https://twitter.com/paulkellyp/status/1172084672668549120
SCI_Belfast;2019-09-09 15:15;0;2;"In this months #SCImigration newsletter you'll also find our report on Attitudes Towards Refugees , Immigrants & Identity in France . https:// bit.ly/2k7uft3 #migration";;;#SCImigration #migration;"1171049364673855488";https://twitter.com/SCI_Belfast/status/1171049364673855488
chefantonioUK;2019-09-09 15:08;0;0;"Except of course that very, very few immigrants trying to get into the UK are refugees . Mostly they are coming from an already safe country like France .";;;;"1171047789687640066";https://twitter.com/chefantonioUK/status/1171047789687640066
nicko00127;2019-09-08 23:37;0;2;"Anyone entering the UK by hiding in the back of a lorry or getting to the Kent coast by dinghy from France or Belgium, for example, is an illegal immigrant . Most are economic migrants but want to persuade UK Border Force that they are refugees from Iran or Iraq.";;;;"1170813360432132096";https://twitter.com/nicko00127/status/1170813360432132096
ladyduckpojok;2019-09-07 20:41;0;8;"In France in the 80s women who had been raped by refugees or immigrants were pressured by anti-racist groups to not press charges because it would look bad. It is always the same, women are the punching ball of society. As long as it is only us who are hurt, society is ok with it";;;;"1170406786941313027";https://twitter.com/ladyduckpojok/status/1170406786941313027
BernaMeaden;2019-09-06 09:03;0;0;"Immigrant children being denied protection in France http://www. ekklesia.co.uk/node/28831 via @ekklesia_co_uk #France #refugees #children";;@ekklesia_co_uk;#France #refugees #children;"1169868662154489858";https://twitter.com/BernaMeaden/status/1169868662154489858
migrantslives;2019-09-05 06:08;1;0;"France : Immigrant Children Being Denied Protection https://www. hrw.org/video-photos/v ideo/2019/09/05/france-immigrant-children-being-denied-protection … #migrants #Refugees pic.twitter.com/dYW9Sj5ckq";;;#migrants #Refugees;"1169462228724019200";https://twitter.com/migrantslives/status/1169462228724019200
djb2708;2019-09-04 01:36;0;0;"So what would their status be if they leave a safe country to enter the UK? Immigrant or refugee ? Refugee of France ? Illegal immigrant in the UK? France have to take them back?";;;;"1169031452115308544";https://twitter.com/djb2708/status/1169031452115308544
aruns3012;2019-09-03 09:32;0;0;"Yes but supporting muslim immigrants in the name of refugees is worldwide now. U can see canada, france even london is becoming Islamic n some of the towns of UK have already minority british originals. These Islamic followers r destroying civilised systems of society.";;;;"1168788786752425984";https://twitter.com/aruns3012/status/1168788786752425984
derekwolmarans;2019-09-03 01:39;0;0;"I want to Leave, be an independent country, free to trade where when and with whom we choose, without being told how and what we are allowed. I want to see reasonable controls for immigrants and correct dealings with “ refugees ” that escape from France to UK shores. And more....";;;;"1168669757769490432";https://twitter.com/derekwolmarans/status/1168669757769490432
Cerb32;2019-09-03 01:01;0;0;"That's what I want to see and hear. Illegal immigrants arriving in boats being returned to France toute suite. Caroline Lucas says we should offer them asylum as they are refugees fleeing, er, France . #bonkers";;;#bonkers;"1168660364927602694";https://twitter.com/Cerb32/status/1168660364927602694
wazinoz;2019-09-02 17:49;0;0;"If we start illegally dumping refugees on France , expect them to start bussing all their immigrants to Calais and providing them with boats. Shame we will no longer be in partnership with them and they were obligated to throw hundreds of millions of € at trying to stop them.";;;;"1168551621497937921";https://twitter.com/wazinoz/status/1168551621497937921
BeeAHoney_;2019-09-01 18:39;0;0;"Well of course. But, ' refugees ' don't travel through several safe countries to France , to cross English Channel, they'd seek asylum in first safe country or any EU country they passed through, including France . @vonderleyen : soon immigrants will be able to 'choose a country'.";;@vonderleyen;;"1168201775989645313";https://twitter.com/BeeAHoney_/status/1168201775989645313
edouard_lgp;2019-09-01 16:11;0;1;"Segmentation of Public Opinion: multivariate survey data analysis, an example for Attitudes Towards Refugees , Immigrants , and Identity in France https://www. moreincommon.com/france-report @mlefevre1976 pic.twitter.com/EArPbsTCvn";;@mlefevre1976;;"1168164482511777793";https://twitter.com/edouard_lgp/status/1168164482511777793
Frances_Coppola;2019-09-01 03:31;0;2;"Refugees are not illegal immigrants . The US is trampling all over the Geneva Convention. Outrageous.";;;;"1167973126774255616";https://twitter.com/Frances_Coppola/status/1167973126774255616
NelsonAlmUK;2019-08-31 16:18;0;0;"Outweighed? Economic stagnation of the southern half of Europe, massive unemployment incl. France . Inability to police its own borders, leaving to a refugee and illegal immigrant crisis. These issue do not effect your life, but are serious ongoing failings for those it does.";;;;"1167803930966929410";https://twitter.com/NelsonAlmUK/status/1167803930966929410
green12;2019-08-30 20:59;0;0;"EU leaders follow Trumps suggestion..cut taxes..tighten down on refugees ..& illegal immigrants ....Japan and Canada & France will trade with Britain cos Britain has decided to do a full Brexit cut from EU ..all this accomplished at a successful G7 mtg.";;;;"1167512078287900672";https://twitter.com/green12/status/1167512078287900672
RocketandJasper;2019-08-30 10:16;0;4;"Hey Gordon, which part of Italy, Germany, France etc are lying in ruins after no years of war?? How many people from these countries decided to invade our shores by boat even just after the war? Too right we are hostile to illegal immigrants - don't compare them to WW2 refugees";;;;"1167350465975259136";https://twitter.com/RocketandJasper/status/1167350465975259136
morrismen;2019-08-29 22:01;0;0;"@patel4witham The problem with the French Border build up of immigrants is: 1. The French Gov does not separate legitimate Refugees from economic immigrants & leave all without status 2. There is no Central French Detention Center to process 3. None are sent back from France";;@patel4witham;;"1167165314876018688";https://twitter.com/morrismen/status/1167165314876018688
donofthedeadmk3;2019-08-29 07:30;0;0;"Refugee charity guy on tv there saying they wouldn't need to get in unsafe dingys to get to the UK if there was easier ways to get here. Wake up there illegal immigrants ,real refugees would be glad there in a safe country like France .";;;;"1166946124600696837";https://twitter.com/donofthedeadmk3/status/1166946124600696837
auntiesocial73;2019-08-28 16:53;0;3;"A few years ago I remember thinking that at any point this country could become like the ones that refugees are fleeing from and we'll all find ourselves trying to escape to France as there'll be revolution and it'll all go tits up and the racist bigots who want rid of immigrants";;;;"1166725404020891648";https://twitter.com/auntiesocial73/status/1166725404020891648
puffnblow_at_GP;2019-08-28 00:55;0;3;"@LBC @Nigel_Farage It's ridiculous to say illegals crossing the Channel or piling out of the back of lorries in UK are 'desperate' when they have all come from France . It is actually offensive to all genuine refugees , legal immigrants & British public to say they are 'desperate'";;@LBC @Nigel_Farage;;"1166484432242577409";https://twitter.com/puffnblow_at_GP/status/1166484432242577409
PrzybyszRichard;2019-08-27 23:14;5;10;"Funny how we never had all of these Church fires prior to the massive illegal immigration into our Country. This is Reminiscent of France 's many Church burnings since their influx of masses of refugee immigrants . Diversity is not our strength, That's made up colloquialism BS.";;;;"1166458874347556864";https://twitter.com/PrzybyszRichard/status/1166458874347556864
RichieB1964;2019-08-27 19:17;2;16;"‘Suspected migrants’? Odd turn of phrase. The are actually ‘illegal immigrants ’, as we all know. They are coming from safe France . So the are not refugees either.....";;;;"1166399247614447618";https://twitter.com/RichieB1964/status/1166399247614447618
swisscryptocat;2019-08-27 17:01;0;0;"My grandma was as Italian immigrant refugee that ran away from Italian fascism to France , she and her relatives grew up in poverty and was going to French school bare feet bcuz no money for shoes. So yea I kinda think I had it easier.";;;;"1166365118214606849";https://twitter.com/swisscryptocat/status/1166365118214606849
photos_floues;2019-08-27 16:22;0;0;"Interesting to hear that France should be taken as a beacon of tolerance, when we see the conditions in which immigrants are held, the kafkaian administrative processes, the people being deported while in dire distress, and the lukewarm welcome of refugees .";;;;"1166355402247876609";https://twitter.com/photos_floues/status/1166355402247876609
NJamesWorld;2019-08-27 14:20;213;555;"Illegal immigrants are coming from France they're not refugees from a war zone It's their choice to risk their lives for benefits This response from Abbott is why she can can never be Home Secretary She would allow millions of illegals into the UK with full access to benefits";;;;"1166324536675119106";https://twitter.com/NJamesWorld/status/1166324536675119106
stop11341263;2019-08-27 08:24;0;0;"You will increase taxes and introduce socialist policies and bring around another yellow vest movement, France is currently protesting as their precious tax dollars are going to funding their huge refugee and ilegal immigrant population";;;;"1166234921633009664";https://twitter.com/stop11341263/status/1166234921633009664
DonTyndall;2019-08-26 18:42;0;0;"NYT Admits Fewer Immigrants Means Higher Wages, More Labor-Saving Machines CANADA IS AT CROSSROADS IT CAN BECOME A SHITHOLE LIKE FRANCE OR BRITAIN OR HAVE ODERLY IMMIGRATGION POLICY 1. X AMOUT OF SKILLED IMMIGRANTS PER YEAR 2. X AMOUNT OF TRUE REFUGEES WHO ARE IN DANGER pic.twitter.com/NwCdrbnKyF";;;;"1166028077891280896";https://twitter.com/DonTyndall/status/1166028077891280896
NickDicianni;2019-08-25 23:53;0;0;"Ya and she could live in a rundown 5x5 flat in France in a community filled with racist French people who hate immigrants and refugees who are starving to death and have her morning commute interrupted by violent protests.";;;;"1165743928102072321";https://twitter.com/NickDicianni/status/1165743928102072321
MarkHiggie1;2019-08-24 23:34;5;11;"Good that @BorisJohnson says illegal immigrants crossing the Channel will be sent back - Theresa May never did so. But will words be followed by deeds to put the people smugglers out of business and what about the many previous ‘ refugees ’ from France ? https://www. google.ca/amp/s/www.thes un.co.uk/news/9785687/boris-johnson-warns-migrants-trying-to-cross-the-channel-in-boats-we-will-send-you-back/amp …";;@BorisJohnson;;"1165376815768072192";https://twitter.com/MarkHiggie1/status/1165376815768072192
hauarto;2019-08-24 16:48;0;1;"Absolutely not. If a person is deserving: contributed over life, or unfortunate: valid refugee from a nasty regime(La belle France does not qualify, despite the #GiletsJaune protests). Immigrant ≠ refugee . Despite what Keith Allen's deluded daughter might think.";;;#GiletsJaune;"1165274630636134400";https://twitter.com/hauarto/status/1165274630636134400
hunterathelen;2019-08-24 09:35;0;2;"Pfffttt! Then we need to be unconditioned and quickly. We need border controls assisted by our Navy to stop France getting rid of its problem immigrants on us. Take back all those that came from France they are not refugees they are economic migrants. https:// twitter.com/MooChopp/statu s/1165003586654416903 …";;;;"1165165698861150209";https://twitter.com/hunterathelen/status/1165165698861150209
littlejackie66;2019-08-23 23:52;0;0;"I could say the same about France . Generally Jewish AMERICANS vote Dem. Always have since they allowed us in as refugees & became Americans. Some Jews went to Israel, England, Canada - anywhere which would take us in, unlike the GOP who hate immigrants . We vote DEM for a reason.";;;;"1165018936611524608";https://twitter.com/littlejackie66/status/1165018936611524608
contingent_mag;2019-08-23 22:41;5;14;"When Congress gave the Secretary of Labor discretion over any immigrant “likely to become a public charge,” they weren’t expecting something like the Jewish-German refugee crisis. And they weren't expecting someone like Frances Perkins. @TheOtherRBG : https:// contingentmagazine.org/2019/08/23/no- refuge/ …";;@TheOtherRBG;;"1165001163856470016";https://twitter.com/contingent_mag/status/1165001163856470016
robertwilkin;2019-08-23 21:03;2;3;"These must all be Frenchmen escaping France . This is because all immigrants or refugees must apply for processing in the country of entry (obviously NOT the UK for any of these. This is EU law (the Dublin Regulation). Why is this not enforced? @EUCourtPress https:// twitter.com/MarianneSansum /status/1164928822740946944 …";;@EUCourtPress;;"1164976424941498369";https://twitter.com/robertwilkin/status/1164976424941498369
david57810898;2019-08-23 20:23;3;20;"Totally agree. They are coming over from France which is a safe haven for refugees . France wants rid of them but it’s there responsibility. Boris is right, they are illegal immigrants when they arrive on our shores. It won’t stop if we keep accepting them !";;;;"1164966377800830977";https://twitter.com/david57810898/status/1164966377800830977
DJBrabrook;2019-08-23 16:44;6;38;"The law is the law .....entering a country illegally is unlawful .....expect to be deported if caught ...... It's not rocket science besides these immigrants are coming from france .....hardly a war zone, refugees cease being refugees at the first safe country they enter .....";;;;"1164911371273854979";https://twitter.com/DJBrabrook/status/1164911371273854979
JohnRealSmith;2019-08-23 16:31;0;0;"What a disgrace. Here's both #SkyLies and the Coastguard deceiving us. No-one in that boat is a migrant, refugee , asylum seeker or any other piece of deceit. This boat came from safe, peaceful France . So all those on board are illegal immigrants and should be jailed. @SkyNews https:// twitter.com/SkyNews/status /1164895062960087040 …";;@SkyNews;#SkyLies;"1164908123288723456";https://twitter.com/JohnRealSmith/status/1164908123288723456
Peterminto1;2019-08-23 13:17;0;0;"They are, prima facie, illegal immigrants . Sky is trying to be kind. They are not refugees , because France is not dangerous, and not migrants, or they would have come on the train, passport and visa in hand.";;;;"1164859078205726720";https://twitter.com/Peterminto1/status/1164859078205726720
FabianoESanto75;2019-08-23 04:08;0;0;"France faces frequent protests, filled with illegal immigrants , turning Paris and other cities into refugee camps; And radical Muslins, who often commit acts of terrorism and violence, victimizing innocent citizens... why the hell does Macron think he can guess about other place? https:// twitter.com/filgmartin/sta tus/1164710052550381569 …";;;;"1164721140482433026";https://twitter.com/FabianoESanto75/status/1164721140482433026
JMP96513641;2019-08-22 10:54;0;0;"Thinking back on this Aladdin, you brought up a good point. France is still part of the EU & it's open border policies, so they aren't illegals but unprocessed, undocumented immigrants or refugees . In order to get more income & without papers, they may have offered to undertake";;;;"1164460852897955840";https://twitter.com/JMP96513641/status/1164460852897955840
MaureenDalby;2019-08-21 19:32;0;1;"Agree. But what would you call someone who came over "illegally" in a boat from France ? Refugee ... immigrant ...illegal. I really do not know!";;;;"1164228708808437765";https://twitter.com/MaureenDalby/status/1164228708808437765
LocalAreaSam1;2019-08-21 03:21;0;1;"YellowVest guy blocked me, presumably for pointing out the anti- immigrant / refugee sentiment in the YellowVest movement in France . LOL And I agreed with his criticism of Cenk.";;;;"1163984519986155520";https://twitter.com/LocalAreaSam1/status/1163984519986155520
AdamantOrige;2019-08-20 22:12;0;0;"There are no reasons to support human trafficking and modern slavery. Illegal immigrants are not refugees ! Old colonial countries like France or Germany are trying to overcome their guilt but they are doing harm to all Europe. #OpenArms";;;#OpenArms;"1163906652594196486";https://twitter.com/AdamantOrige/status/1163906652594196486
